# logA n_s H0 omega_b omega_cdm m_ncdm w0_fld wa_fld tau_reio weight loglikelihood
3.05458279e+00 9.96646015e-01 8.08229283e+01 3.18888777e-02 1.60479386e-01 6.50727782e-02 -8.96443192e-01 2.21729504e-01 4.91714390e-01 4.23463707e-04 -6.43096299e+00
3.21949693e+00 9.67791545e-01 7.66174024e+01 2.65579870e-02 1.13666763e-01 1.84847211e+00 -7.03505457e-01 -1.41420734e+00 6.23823133e-01 4.22998379e-04 -6.43058502e+00
2.67609686e+00 1.06359977e+00 7.08560053e+01 2.30105356e-02 5.88647258e-02 1.93611028e+00 -1.04271620e+00 2.78460024e-01 6.58072083e-01 4.23713798e-04 -6.42359940e+00
2.49171096e+00 1.17899581e+00 6.33067754e+01 1.17143911e-02 5.04789684e-02 1.72202578e+00 -1.00788942e+00 -7.59742099e-02 1.84528946e-01 4.25236164e-04 -6.41940826e+00
2.80809554e+00 1.13919754e+00 7.56077003e+01 2.96360698e-02 1.42601496e-01 5.01773405e-01 -5.16227020e-01 -1.21287208e+00 2.88200595e-01 4.25884463e-04 -6.41655423e+00
3.90856901e+00 9.29786030e-01 7.54597781e+01 2.25084723e-02 1.41797517e-01 4.19494577e-01 -8.20517937e-01 -8.66536795e-01 9.43248417e-02 4.27010444e-04 -6.41013976e+00
3.70180515e+00 9.99230267e-01 6.89572231e+01 1.51059050e-02 1.26420066e-01 2.17268036e-01 -7.40101493e-01 -1.00266970e+00 3.14003496e-01 4.28585507e-04 -6.40519047e+00
2.04180232e+00 9.23199856e-01 5.98736592e+01 1.49627972e-02 4.12719563e-02 7.91589386e-01 -9.35884926e-01 7.42056892e-01 4.45233871e-01 4.28906577e-04 -6.40463999e+00
2.93021599e+00 1.19080942e+00 7.82122909e+01 2.96559126e-02 9.96454380e-02 1.55369412e+00 -9.95413613e-01 -5.49248130e-02 2.57362702e-01 4.28567793e-04 -6.40277564e+00
2.71123208e+00 1.19893435e+00 7.82211882e+01 2.91811330e-02 1.38480184e-01 1.37179476e+00 -5.69017144e-01 -1.67959727e+00 2.17922016e-01 4.29796524e-04 -6.39493257e+00
1.66997227e+00 8.20679644e-01 7.81128712e+01 3.26438608e-02 8.30747380e-02 7.44823523e-01 -1.09477906e+00 1.06041428e+00 4.66855122e-01 4.31744057e-04 -6.38972891e+00
1.66997227e+00 8.20679644e-01 7.81128712e+01 3.26438608e-02 8.30747380e-02 7.44823523e-01 -1.09477906e+00 1.06041428e+00 4.66855122e-01 4.32867378e-04 -6.38972891e+00
1.66997227e+00 8.20679644e-01 7.81128712e+01 3.26438608e-02 8.30747380e-02 7.44823523e-01 -1.09477906e+00 1.06041428e+00 4.66855122e-01 4.32867378e-04 -6.38972891e+00
1.66997227e+00 8.20679644e-01 7.81128712e+01 3.26438608e-02 8.30747380e-02 7.44823523e-01 -1.09477906e+00 1.06041428e+00 4.66855122e-01 4.32867378e-04 -6.38972891e+00
2.75194209e+00 8.15480377e-01 8.20876774e+01 2.81333178e-02 1.91272092e-01 1.15266497e-01 -7.58580326e-01 -8.49485715e-01 2.80744226e-01 4.30004297e-04 -6.38697105e+00
2.68475543e+00 1.19956380e+00 7.54182534e+01 3.14565737e-02 1.41030972e-01 8.25872558e-01 -5.68401878e-01 -9.48426013e-01 5.13776284e-01 4.30475538e-04 -6.38354335e+00
3.65433692e+00 1.15455880e+00 6.90614879e+01 1.58078091e-02 1.05672889e-01 4.06278364e-01 -1.09591712e+00 4.55198864e-01 1.42401239e-01 4.31544378e-04 -6.37802003e+00
2.71760780e+00 1.05498784e+00 7.81200193e+01 2.50418168e-02 1.43173753e-01 8.11062471e-01 -8.39665468e-01 -9.11866673e-01 5.09629220e-01 4.32037600e-04 -6.37725532e+00
2.30208424e+00 8.25503265e-01 7.99398773e+01 2.73342049e-02 1.72076840e-01 6.87567671e-01 -6.47294653e-01 -1.68083803e+00 5.73242296e-01 4.31907577e-04 -6.37462760e+00
2.53610468e+00 1.02158747e+00 7.17752504e+01 2.33209338e-02 1.36284412e-01 1.09666873e-01 -6.90867990e-01 -5.39665805e-01 3.61819522e-01 4.31976253e-04 -6.37294032e+00
1.98770454e+00 1.17323517e+00 7.07938196e+01 2.47249966e-02 5.03553988e-02 1.31400309e+00 -1.12544977e+00 1.03292479e+00 1.63640412e-01 4.31624603e-04 -6.37225976e+00
2.33255231e+00 1.07185572e+00 6.13392603e+01 1.64647989e-02 1.06530275e-01 6.07045815e-01 -2.11789981e-01 -1.99285257e+00 1.09874849e-01 4.31022699e-04 -6.37173522e+00
2.01188834e+00 1.16928747e+00 8.02064842e+01 3.04174627e-02 1.91357503e-01 7.76819896e-02 -6.67046588e-01 -7.93767643e-01 6.27764607e-01 4.30276458e-04 -6.37172935e+00
3.04937410e+00 8.80491747e-01 8.04543089e+01 3.02963326e-02 1.43683438e-01 1.21583210e+00 -6.66357866e-01 -1.51115662e+00 4.53817475e-01 4.30327381e-04 -6.36750699e+00
3.76094732e+00 1.16270676e+00 7.41402529e+01 2.60984307e-02 7.77100849e-02 1.77002064e+00 -8.99434703e-01 -3.19226190e-01 7.15379045e-01 4.31293806e-04 -6.36324688e+00
2.84926277e+00 9.91257522e-01 6.43830447e+01 1.51117997e-02 1.02785833e-01 8.47322363e-01 -5.33822872e-01 -1.74654367e+00 2.56163017e-01 4.33191013e-04 -6.35474606e+00
1.64168550e+00 1.10886026e+00 6.49817095e+01 1.77502021e-02 6.90237082e-02 1.35791139e+00 -6.83484341e-01 -8.39970693e-01 5.15246009e-01 4.34238344e-04 -6.35440325e+00
3.74328799e+00 1.13178004e+00 7.29044401e+01 2.72691736e-02 7.55836579e-02 1.46522081e+00 -9.62884017e-01 4.02366096e-01 2.90249741e-01 4.33538984e-04 -6.35397375e+00
2.84911103e+00 1.16534719e+00 6.33712027e+01 1.19686820e-02 8.66673017e-02 1.17754241e+00 -7.61963693e-01 -9.42175945e-01 1.74958380e-01 4.33616062e-04 -6.35005549e+00
3.75968234e+00 9.68111020e-01 7.18543015e+01 1.95120563e-02 1.24254221e-01 1.36943093e-01 -8.91543574e-01 -1.39991357e-01 2.25972670e-01 4.36106116e-04 -6.33855476e+00
1.80280215e+00 9.47444793e-01 7.22708368e+01 3.04535896e-02 1.00239902e-01 1.37293250e+00 -5.85657986e-01 -8.01719391e-01 1.31228966e-01 4.37893658e-04 -6.33784556e+00
2.74582517e+00 1.10238765e+00 6.74106928e+01 1.92319470e-02 8.28978425e-02 1.35450764e+00 -6.35793305e-01 -1.29559600e+00 2.30452509e-01 4.38277314e-04 -6.33281345e+00
3.89876815e+00 1.08715908e+00 7.55157343e+01 2.57379296e-02 1.10434763e-01 1.56897039e+00 -6.78440229e-01 -1.49853700e+00 6.25481948e-01 4.38827963e-04 -6.33133256e+00
3.32129755e+00 9.55244336e-01 7.00976382e+01 1.73798067e-02 9.31545388e-02 1.29155844e+00 -9.55897331e-01 -5.17903399e-01 2.28898804e-01 4.39968119e-04 -6.32364205e+00
2.99238584e+00 8.95997690e-01 7.54326973e+01 2.85075235e-02 7.86488829e-02 1.55544272e+00 -1.09289972e+00 6.03576306e-01 1.76013775e-01 4.41967111e-04 -6.31826260e+00
2.70013969e+00 1.11551497e+00 7.34252084e+01 2.59897102e-02 1.18697970e-01 1.19754316e+00 -6.42728013e-01 -9.67956531e-01 7.02401253e-01 4.43855555e-04 -6.31112412e+00
2.17436874e+00 8.34838460e-01 7.01991462e+01 1.80956307e-02 1.04141896e-01 1.28712114e+00 -8.09053491e-01 -1.05861765e+00 4.96816408e-01 4.45222467e-04 -6.30810634e+00
2.69286919e+00 1.07492819e+00 6.71315835e+01 2.27455395e-02 7.31436796e-02 1.38298090e+00 -7.09475460e-01 -3.16927873e-01 6.38846489e-02 4.45629542e-04 -6.30530001e+00
1.88276801e+00 1.08593402e+00 8.44002578e+01 3.08154047e-02 1.57377195e-01 6.74447377e-02 -1.16826544e+00 7.36476984e-01 7.62834853e-01 4.46143428e-04 -6.30180640e+00
2.58935369e+00 8.69593477e-01 7.79670388e+01 3.16593199e-02 1.20230765e-01 1.22704597e+00 -8.73678405e-01 -4.64798018e-02 5.49849301e-01 4.46997597e-04 -6.29748017e+00
2.67937897e+00 8.34492021e-01 7.34209895e+01 2.70049119e-02 1.00518926e-01 1.72562927e+00 -6.72756860e-01 -8.55145875e-01 5.64186509e-01 4.47451450e-04 -6.29577680e+00
3.32062877e+00 1.01856714e+00 6.64344517e+01 2.06807857e-02 7.07232762e-02 1.65306628e+00 -6.04444644e-01 -9.32335994e-01 4.09870038e-01 4.47687821e-04 -6.29243000e+00
2.97129987e+00 8.90163941e-01 7.48149005e+01 3.07543746e-02 7.30260515e-02 1.34924061e+00 -1.04037181e+00 7.58137182e-01 5.14729356e-01 4.47726958e-04 -6.29160334e+00
1.85214257e+00 8.15379568e-01 6.21969616e+01 1.52009682e-02 8.47371540e-02 1.17621680e+00 -5.24497433e-01 -1.46720269e+00 4.75954584e-01 4.47110638e-04 -6.29118887e+00
2.92362791e+00 1.12722559e+00 7.27891726e+01 3.04950847e-02 3.79694522e-02 1.99088788e+00 -1.05946929e+00 8.76098256e-01 7.24096341e-01 4.46727426e-04 -6.28932307e+00
1.78624742e+00 8.67076976e-01 6.93752023e+01 2.40645737e-02 7.63651212e-02 8.45919836e-01 -9.70176938e-01 6.41465949e-01 6.17243671e-01 4.46298937e-04 -6.28911127e+00
3.46314933e+00 8.74605871e-01 6.47199046e+01 1.71123622e-02 1.02138737e-01 5.55435161e-01 -6.85342253e-01 -5.00331081e-01 1.58330735e-02 4.45791560e-04 -6.28760262e+00
3.53687293e+00 1.03519917e+00 7.15323491e+01 3.21660631e-02 3.32660191e-02 1.79241993e+00 -1.00798946e+00 8.26130592e-01 5.36702484e-01 4.46500820e-04 -6.28194320e+00
3.08482621e+00 9.22796508e-01 7.57846523e+01 2.41694629e-02 1.66374364e-01 2.78058809e-01 -5.24374989e-01 -1.63755894e+00 4.16340016e-01 4.47231077e-04 -6.28033091e+00
3.62768893e+00 9.71068413e-01 6.56278329e+01 1.65883686e-02 4.77435411e-02 1.65097265e+00 -1.07746073e+00 6.18096127e-01 1.22992950e-01 4.47738963e-04 -6.27568199e+00
3.35976359e+00 9.37688686e-01 8.11187851e+01 3.01731773e-02 1.44714462e-01 4.57108679e-01 -9.34721528e-01 -1.30227763e-01 7.08293297e-01 4.48224777e-04 -6.27416118e+00
3.88814601e+00 9.64129981e-01 6.69589946e+01 1.90679788e-02 9.00914318e-02 1.45861935e+00 -5.26978805e-01 -1.84679378e+00 6.82277219e-02 4.47800197e-04 -6.27358089e+00
2.54294605e+00 1.00748310e+00 6.36467075e+01 2.04402447e-02 5.48228689e-02 1.89029484e+00 -5.29627307e-01 -9.34454417e-01 3.46441033e-01 4.47447645e-04 -6.27174115e+00
2.06745762e+00 1.01365477e+00 6.30681653e+01 1.81000242e-02 8.18432257e-02 9.29568472e-01 -5.87738794e-01 -6.99195458e-01 4.64049750e-01 4.47088540e-04 -6.27118988e+00
2.22322425e+00 9.48759220e-01 6.28173696e+01 1.37333495e-02 1.02188984e-01 6.80055857e-01 -4.91588459e-01 -1.78049018e+00 2.44367627e-01 4.46346351e-04 -6.27106793e+00
3.78689730e+00 8.93436852e-01 7.20523275e+01 2.87204130e-02 1.17795788e-01 1.20820529e+00 -3.76797876e-01 -1.90585248e+00 1.93450920e-01 4.46043200e-04 -6.26855428e+00
3.27197552e+00 1.08520952e+00 7.72847721e+01 3.10082782e-02 1.24923898e-01 1.41048311e+00 -5.52849634e-01 -1.73139690e+00 7.03096210e-01 4.46625939e-04 -6.26446331e+00
3.40556466e+00 1.10392604e+00 7.50884830e+01 2.26305365e-02 1.25376319e-01 3.46723778e-01 -9.96967086e-01 8.05405838e-02 1.60297083e-01 4.47894631e-04 -6.25888869e+00
2.18095023e+00 9.81227617e-01 7.03186124e+01 2.10141220e-02 7.87729279e-02 1.35244863e+00 -9.86869917e-01 2.09320440e-01 5.46170892e-01 4.48467796e-04 -6.25790204e+00
2.76126468e+00 1.01395191e+00 7.37754540e+01 2.71315223e-02 1.41217110e-01 9.24434250e-01 -4.84674343e-01 -1.43242994e+00 5.68944131e-01 4.48222022e-04 -6.25598971e+00
3.64029451e+00 1.00745237e+00 6.22876584e+01 1.78310471e-02 4.85804233e-02 1.37998182e+00 -7.95218661e-01 8.24765764e-02 2.27165043e-01 4.49635016e-04 -6.24762763e+00
3.58144185e+00 1.05072270e+00 6.04287423e+01 1.12799086e-02 1.04142568e-01 3.24092100e-01 -5.62245824e-01 -8.99132450e-01 2.88876885e-01 4.50852687e-04 -6.24656757e+00
3.69576008e+00 9.14469145e-01 6.06920322e+01 8.44795283e-03 1.15363268e-01 7.94637376e-02 -6.65152238e-01 -7.51944129e-01 1.37157928e-01 4.52114338e-04 -6.23806052e+00
2.08875501e+00 1.04312652e+00 6.68889746e+01 1.54721320e-02 9.75438069e-02 1.19808479e+00 -6.23253757e-01 -1.81485398e+00 1.64798852e-01 4.53437738e-04 -6.23670820e+00
3.75798270e+00 8.41882621e-01 6.27961224e+01 1.88679157e-02 3.87741315e-02 1.81659066e+00 -7.43242049e-01 -2.06527752e-01 4.34982737e-01 4.53889172e-04 -6.23207925e+00
3.55684584e+00 1.04656889e+00 8.14900399e+01 3.12099410e-02 1.07504745e-01 1.71573433e+00 -1.09471428e+00 1.91562697e-01 2.67802183e-01 4.54082388e-04 -6.23185565e+00
2.44621390e+00 8.38541969e-01 7.19910778e+01 2.47882964e-02 6.45185178e-02 1.50467162e+00 -1.03202904e+00 4.43804166e-01 4.12953068e-01 4.54505665e-04 -6.22622770e+00
2.19772013e+00 9.10515109e-01 7.46411071e+01 2.53668048e-02 9.85141776e-02 1.71507576e+00 -7.36079647e-01 -1.25443731e+00 2.76540536e-02 4.55383036e-04 -6.22399592e+00
2.93450832e+00 1.10842590e+00 6.92908075e+01 1.53507394e-02 1.09587630e-01 6.72814647e-01 -9.12683847e-01 -5.48522648e-01 9.63827459e-02 4.55005548e-04 -6.22388903e+00
3.73632011e+00 1.15186593e+00 6.61136021e+01 2.45872862e-02 3.42917368e-02 1.90293356e+00 -8.47767303e-01 2.89163714e-01 1.94542045e-01 4.54870970e-04 -6.22059426e+00
1.82234245e+00 8.74093117e-01 6.90002128e+01 2.38591222e-02 8.65414794e-02 1.91177005e+00 -5.21258773e-01 -1.28381924e+00 5.24821890e-01 4.55864839e-04 -6.21553160e+00
3.09218240e+00 1.18891639e+00 7.68051832e+01 2.91386133e-02 1.50683015e-01 2.31211557e-01 -6.43154633e-01 -8.84701747e-01 9.58325008e-02 4.56169539e-04 -6.21525551e+00
2.31694691e+00 1.03603740e+00 7.13162458e+01 1.79881450e-02 1.29654016e-01 3.47688084e-01 -9.73480933e-01 -1.41538673e-02 3.20688120e-01 4.57172811e-04 -6.20715812e+00
3.29994964e+00 8.91105908e-01 7.44175119e+01 2.59251673e-02 1.17400384e-01 1.66651048e+00 -6.34052897e-01 -1.32715184e+00 3.38179431e-01 4.60481527e-04 -6.19684714e+00
1.99834197e+00 8.55971698e-01 7.47870353e+01 2.90479311e-02 9.82922962e-02 1.48171968e+00 -7.99220267e-01 -5.14461057e-01 4.35060280e-01 4.62928373e-04 -6.19254097e+00
1.81631616e+00 1.00352170e+00 7.45441944e+01 2.10282092e-02 1.25618794e-01 6.78561052e-01 -9.80361979e-01 -1.80121859e-01 3.41317843e-01 4.63089947e-04 -6.19214860e+00
3.15727708e+00 8.01430949e-01 7.64866199e+01 3.15022644e-02 1.07622549e-01 6.54946604e-01 -8.84926172e-01 1.88196480e-01 5.42871493e-01 4.62340806e-04 -6.19178298e+00
1.88781203e+00 1.10184740e+00 6.19785555e+01 1.40727361e-02 1.00673129e-01 8.70594169e-01 -4.70638453e-01 -1.59940793e+00 1.28394780e-02 4.62565916e-04 -6.18718430e+00
3.82382155e+00 8.10622504e-01 7.30327441e+01 2.22180534e-02 7.60498966e-02 1.85758070e+00 -1.00234749e+00 -2.16356502e-01 1.22425725e-01 4.64229567e-04 -6.18061225e+00
1.72373554e+00 1.05363656e+00 7.46025934e+01 2.40572396e-02 1.60874796e-01 2.99144032e-01 -6.83643306e-01 -9.60087957e-01 5.85926001e-01 4.64899401e-04 -6.18029382e+00
3.71099956e+00 8.12503585e-01 6.76778826e+01 2.08746551e-02 8.81907074e-02 1.16991051e+00 -7.70596080e-01 -2.73982249e-01 5.36535714e-01 4.64196025e-04 -6.17964454e+00
2.11071406e+00 1.16135635e+00 7.88452198e+01 3.11204528e-02 1.10767466e-01 1.24015161e+00 -8.82809490e-01 -2.97247375e-01 5.43433849e-01 4.63799574e-04 -6.17800723e+00
3.10941944e+00 1.13575400e+00 6.49331431e+01 1.46372800e-02 6.06423568e-02 1.74480104e+00 -8.03822431e-01 -8.26826654e-01 4.41939131e-01 4.63801883e-04 -6.17563931e+00
2.97143572e+00 9.14534786e-01 6.96032417e+01 1.62213537e-02 1.38336636e-01 3.61579036e-01 -5.99599369e-01 -1.86002464e+00 8.45450415e-02 4.64146997e-04 -6.17252460e+00
2.33497301e+00 1.11583714e+00 7.78226052e+01 2.88528340e-02 1.60473366e-01 5.20303217e-01 -6.30155773e-01 -9.85965368e-01 3.67440629e-02 4.63970383e-04 -6.17240205e+00
1.86625722e+00 1.14759571e+00 6.80435217e+01 1.71097002e-02 7.15294798e-02 1.51606888e+00 -9.65218800e-01 -2.85161038e-01 3.72989949e-01 4.63453945e-04 -6.17075668e+00
3.33507014e+00 8.44572381e-01 7.38542770e+01 2.81924337e-02 1.20864627e-01 4.90363572e-01 -7.18792371e-01 -3.39614750e-01 7.46781500e-01 4.63399941e-04 -6.16863956e+00
2.85074236e+00 1.12184961e+00 6.51328026e+01 1.93453993e-02 1.15963000e-01 6.89920395e-01 -3.34508543e-01 -1.95602302e+00 5.03283467e-01 4.63039320e-04 -6.16831660e+00
2.72409523e+00 1.02643414e+00 6.50418729e+01 1.84942582e-02 9.98185206e-02 7.35301436e-01 -6.02326495e-01 -7.27763060e-01 5.46932349e-01 4.62343072e-04 -6.16765319e+00
3.31975944e+00 1.18512503e+00 8.00871023e+01 3.09261542e-02 1.33848887e-01 1.74045691e+00 -6.16073564e-01 -1.66576340e+00 2.78970642e-02 4.61582421e-04 -6.16761361e+00
3.10416447e+00 1.16363199e+00 7.82416272e+01 3.13940231e-02 1.19355046e-01 1.52199818e+00 -7.58220788e-01 -8.99743507e-01 2.73315759e-01 4.61606715e-04 -6.16355604e+00
3.38150186e+00 1.15584261e+00 7.16768586e+01 2.91561996e-02 1.07029985e-01 1.40516505e+00 -4.27170038e-01 -1.36463307e+00 3.97920028e-01 4.63749364e-04 -6.15437261e+00
3.55726548e+00 1.15949617e+00 7.05586124e+01 2.02714133e-02 9.45983091e-02 1.17448344e+00 -9.28808056e-01 -2.97233359e-01 6.82330957e-02 4.65915699e-04 -6.15022232e+00
1.81194040e+00 1.04534380e+00 6.58660562e+01 1.76408994e-02 4.11862822e-02 1.81822340e+00 -1.02547637e+00 3.49732659e-01 4.94187973e-01 4.67456321e-04 -6.14378028e+00
2.12316181e+00 1.17491733e+00 5.58364095e+01 1.14795752e-02 1.88748761e-02 1.19932119e+00 -9.30138785e-01 8.63839431e-01 2.55334638e-01 4.68549681e-04 -6.14154474e+00
3.76780674e+00 9.53130801e-01 7.53400862e+01 2.66196587e-02 9.79403247e-02 1.02967828e+00 -9.93347313e-01 2.33359140e-01 6.75729574e-01 4.68827486e-04 -6.13859973e+00
3.56384189e+00 9.00625329e-01 6.13576689e+01 8.31824333e-03 9.02690547e-02 4.54569858e-01 -8.89999618e-01 -2.54911091e-01 5.15215971e-02 4.68610339e-04 -6.13847312e+00
1.74545754e+00 9.23477627e-01 6.18418843e+01 1.53810105e-02 6.26236692e-02 3.94772747e-01 -9.35038139e-01 6.89322938e-01 4.58743916e-01 4.68286203e-04 -6.13598914e+00
3.72011969e+00 1.17133843e+00 7.63678781e+01 2.92007224e-02 1.62191829e-01 6.98473178e-01 -4.76334847e-01 -1.79891508e+00 4.32862804e-01 4.68032338e-04 -6.13556014e+00
3.60316027e+00 9.34465689e-01 6.40660620e+01 1.72316248e-02 1.01450977e-01 6.71205414e-01 -5.49982533e-01 -1.09342696e+00 3.36834230e-01 4.67336403e-04 -6.13496926e+00
3.73091052e+00 1.07363447e+00 7.49222618e+01 2.25457362e-02 1.53761917e-01 5.42334754e-01 -6.85741247e-01 -1.20311067e+00 2.44351100e-01 4.66921432e-04 -6.13334140e+00
1.69648931e+00 1.12820512e+00 6.76282605e+01 2.45146619e-02 1.05636484e-01 9.20544866e-01 -3.76486834e-01 -1.49036460e+00 3.85669479e-01 4.67361806e-04 -6.12909171e+00
2.62932215e+00 1.18054884e+00 7.08034506e+01 2.22843883e-02 1.60813598e-01 6.50433104e-02 -3.83035270e-01 -1.55946597e+00 5.70669083e-01 4.69308998e-04 -6.12104169e+00
2.59290252e+00 1.18257348e+00 7.07842580e+01 2.18609489e-02 8.78096768e-02 1.48527668e+00 -7.97563279e-01 -8.32432736e-01 4.27877613e-01 4.70713347e-04 -6.11910463e+00
1.69869579e+00 1.14913029e+00 7.89805894e+01 2.79575909e-02 1.43219498e-01 1.12953596e+00 -7.94909780e-01 -8.95089087e-01 5.40289631e-01 4.70564603e-04 -6.11767735e+00
3.11884527e+00 8.14449089e-01 7.34198350e+01 2.67464196e-02 1.40675203e-01 5.71346105e-01 -4.31056664e-01 -1.59304429e+00 4.80095859e-01 4.70936369e-04 -6.11353295e+00
1.77296283e+00 1.13460698e+00 7.61503120e+01 2.35864411e-02 1.15061530e-01 1.06840821e+00 -1.02201134e+00 -1.23307979e-01 5.08165570e-01 4.71323013e-04 -6.11203627e+00
3.85667396e+00 9.63817674e-01 6.59697618e+01 1.44136512e-02 1.24873492e-01 3.85682564e-01 -4.43404335e-01 -1.98315241e+00 1.49519477e-01 4.71034629e-04 -6.11076088e+00
3.44980770e+00 8.90395222e-01 6.53987600e+01 1.28551213e-02 7.76335772e-02 9.44693530e-01 -1.04259468e+00 1.52634525e-01 1.19632383e-02 4.71162208e-04 -6.10750089e+00
3.75644673e+00 8.68428274e-01 5.99313759e+01 9.87585553e-03 1.05146050e-01 1.28304177e-01 -6.50128951e-01 -5.97759534e-01 2.84340205e-01 4.71862874e-04 -6.10379366e+00
3.50967906e+00 1.13060268e+00 8.17248198e+01 3.18096441e-02 1.77280428e-01 8.07747063e-01 -5.72822166e-01 -1.59317410e+00 5.13842946e-01 4.72179902e-04 -6.10215884e+00
1.92451538e+00 9.98474579e-01 6.60584457e+01 1.66202623e-02 5.07111863e-02 1.67328606e+00 -1.01318328e+00 2.37641855e-01 2.99729345e-01 4.72193764e-04 -6.09973974e+00
2.70710711e+00 1.13308435e+00 7.00396165e+01 2.67786374e-02 8.65631329e-02 1.08224121e+00 -7.11180629e-01 -2.93530715e-01 3.51803107e-01 4.73995621e-04 -6.09056508e+00
2.41140138e+00 8.51714587e-01 7.74537510e+01 3.21505470e-02 1.18962371e-01 8.27986343e-01 -8.25868310e-01 -2.16750309e-01 6.11722439e-01 4.76376588e-04 -6.08570737e+00
3.41497407e+00 8.10782300e-01 6.56615461e+01 1.47005876e-02 6.11097128e-02 1.43332863e+00 -1.11663974e+00 5.35648867e-01 1.51172948e-01 4.77998936e-04 -6.07977235e+00
1.77603796e+00 8.79818513e-01 7.05239904e+01 2.06153039e-02 9.75376643e-02 7.19860681e-01 -1.00908187e+00 2.67992516e-01 6.44069569e-01 4.79359125e-04 -6.07602298e+00
3.58455946e+00 9.33465744e-01 7.09031792e+01 2.30447072e-02 5.21563505e-02 1.79737434e+00 -1.08721111e+00 5.65046482e-01 5.37776031e-01 4.79379722e-04 -6.07568693e+00
3.72279283e+00 9.60293582e-01 6.86662067e+01 2.29088718e-02 1.02589806e-01 9.56154815e-01 -6.44870213e-01 -8.19938699e-01 5.84592874e-01 4.78815904e-04 -6.07438104e+00
2.72785001e+00 1.09961713e+00 7.20136919e+01 2.33013504e-02 1.06747725e-01 9.24113658e-01 -8.36524619e-01 -2.01925686e-01 1.60494100e-01 4.79373657e-04 -6.06936842e+00
3.52518056e+00 9.65456976e-01 6.77419239e+01 2.00942925e-02 9.99273520e-02 9.87459707e-01 -6.38474045e-01 -1.14151522e+00 5.71647196e-01 4.79996667e-04 -6.06778180e+00
3.77340195e+00 8.32827900e-01 6.51237687e+01 1.54017382e-02 7.95519900e-02 8.22788908e-01 -8.86907532e-01 -1.01886789e-01 1.56387889e-01 4.79915278e-04 -6.06571200e+00
3.37360167e+00 8.58690172e-01 5.49486754e+01 9.68742845e-03 4.65521239e-02 1.70623830e+00 -3.99122793e-01 -1.68835155e+00 2.94105420e-01 4.80269077e-04 -6.06231373e+00
2.41185977e+00 1.08986199e+00 6.80925664e+01 2.48099878e-02 7.32250113e-02 1.69274576e+00 -6.06832121e-01 -7.15728136e-01 5.94371905e-01 4.80472021e-04 -6.06086868e+00
1.69532793e+00 1.14945178e+00 6.65985841e+01 1.48062089e-02 6.85446911e-02 1.54354815e+00 -9.60402432e-01 -3.66462307e-01 9.49858832e-02 4.79921722e-04 -6.06060920e+00
2.88408271e+00 1.09706930e+00 6.52008413e+01 1.95964871e-02 9.59018005e-02 1.30827956e+00 -4.66083905e-01 -1.44426697e+00 2.90637183e-01 4.79231709e-04 -6.05975044e+00
2.91142079e+00 1.05217155e+00 7.28338824e+01 2.55891296e-02 1.15634678e-01 4.94279918e-01 -8.75389623e-01 1.01522316e-01 1.52080940e-01 4.79311501e-04 -6.05628304e+00
1.98229389e+00 8.63715205e-01 7.44425577e+01 2.72434763e-02 1.33038227e-01 3.70707927e-02 -7.89612837e-01 3.67510480e-02 4.11200247e-01 4.79200852e-04 -6.05621318e+00
2.91543575e+00 8.46373100e-01 7.80829295e+01 3.19463512e-02 1.32406372e-01 3.44439720e-01 -9.17777512e-01 3.49681617e-01 5.58684906e-01 4.78816948e-04 -6.05389129e+00
2.01767498e+00 9.78332686e-01 7.44820608e+01 3.10047195e-02 1.39177308e-01 1.27979053e+00 -3.09073782e-01 -1.92637901e+00 5.23448583e-02 4.79550073e-04 -6.04916153e+00
1.96506642e+00 1.11651086e+00 5.58717127e+01 1.16006324e-02 5.93988503e-02 1.35207889e+00 -2.74742930e-01 -1.92217659e+00 2.47820340e-01 4.80865658e-04 -6.04441608e+00
3.73138815e+00 9.72781249e-01 7.74126751e+01 2.68416422e-02 1.15521476e-01 1.68317025e+00 -8.35296801e-01 -8.53914121e-01 5.18478611e-01 4.81086660e-04 -6.04424093e+00
2.31417027e+00 9.35886705e-01 6.87037525e+01 1.91762941e-02 1.00004071e-01 7.51285163e-01 -7.56191530e-01 -6.21020543e-01 1.86180585e-01 4.81518575e-04 -6.03863316e+00
