weight logl logA n_s H0 omega_b omega_cdm m_ncdm tau_reio
1.669073057298050240e-130 -1.004449438137670541e+03 3.080180894303671479e+00 9.727511955288091761e-01 7.692361492320733873e+01 2.250473607053691399e-02 1.131873045631375807e-01 8.016651104294800212e-02 1.464156446372833278e-02
3.419773402866253969e-129 -1.001427047169087132e+03 3.142097994181228593e+00 9.579412077199122022e-01 7.667736032914518773e+01 2.223785441130422813e-02 1.125192509209922420e-01 4.425487794781959860e-02 3.125946299002142770e-02
6.259670059372982135e-129 -1.000819993983942140e+03 3.105254627933908385e+00 9.727458888463091924e-01 6.073791045339112316e+01 2.212978917958342492e-02 1.100174627808352401e-01 6.114466369645459726e-02 6.633596202125155439e-02
7.768206716150031695e-129 -1.000601582119614932e+03 3.138037416021611570e+00 9.989413362672472374e-01 6.082415194278693349e+01 2.208363909842791378e-02 1.120100090696801165e-01 2.962654280470944368e-02 4.876832496207083451e-02
1.132545186791289683e-128 -1.000222068890885112e+03 2.968231788821572348e+00 9.776923879815383467e-01 7.701256819806434351e+01 2.259649105717009485e-02 1.143443310628175918e-01 7.609787548195345863e-02 7.269757670338079791e-02
1.835084848143964832e-127 -9.974343605562985431e+02 3.124094547975715841e+00 9.124045700852831953e-01 6.160174158782118781e+01 2.249300903461110696e-02 1.253117573536011164e-01 2.616923130528839986e-02 3.994699377020376196e-02
1.943901012553024894e-127 -9.973742544902333975e+02 3.027952227183682954e+00 9.139462893375202013e-01 6.151011584463474691e+01 2.247180130082961774e-02 1.240284991763985489e-01 4.555514654599231161e-02 4.105036807285809830e-02
5.898037478043139399e-127 -9.962618316107690362e+02 2.817254619106199787e+00 9.886119367653867229e-01 7.637573322280850618e+01 2.213132754571283875e-02 1.104714619793619595e-01 3.528408346280426100e-02 6.117427415580128230e-02
3.730456162086363594e-125 -9.921122505678747530e+02 3.043154963523330370e+00 9.170636254611389537e-01 6.139585405221494341e+01 2.247948686951672589e-02 1.193229131915599234e-01 4.723348900023796593e-02 6.073383490885920361e-02
5.757588513146805896e-125 -9.916757623633857293e+02 2.937321771780165847e+00 9.923405971433317818e-01 7.726366958076172864e+01 2.221899960986528991e-02 1.227549313714811907e-01 1.848751119407748833e-02 7.706739574954817040e-02
6.001372459488595577e-125 -9.916317929032001075e+02 3.060199437346716955e+00 9.809812508149005073e-01 7.644606448906675666e+01 2.219097291906650671e-02 1.115761706094891836e-01 2.552565450931217061e-02 2.343196443639403159e-02
8.495450284332653425e-125 -9.912817503299921782e+02 3.189100530587291260e+00 9.165002880178712008e-01 7.720747015930888324e+01 2.205511875530072330e-02 1.235813765187173952e-01 8.083036929383469529e-03 2.689152776911438864e-02
2.538647163659779320e-122 -9.855793944841268512e+02 2.925549877352157324e+00 9.060235869433029832e-01 7.684475428218961213e+01 2.209461666133183746e-02 1.192188434540553954e-01 1.358536448865845826e-02 4.466315073353175485e-02
5.217999053646462611e-122 -9.848564118051851892e+02 2.868522551790575470e+00 9.326400134104465556e-01 6.144804102352501474e+01 2.257998013909047474e-02 1.145158774519125650e-01 7.975866642559992920e-03 5.649968981192315248e-02
1.444306182580807744e-121 -9.838358116617501992e+02 3.076171773976717372e+00 9.760184833881038191e-01 6.161942663160365186e+01 2.242757662872713054e-02 1.234585792531087967e-01 5.000530344069745864e-02 6.074327244064202380e-02
2.382110637634862887e-121 -9.833329538003181369e+02 2.894955074577978849e+00 9.878300050115633724e-01 7.713302561543405034e+01 2.255915692586647411e-02 1.197130119316806018e-01 5.041483015827922382e-02 7.914884859708694320e-02
5.420829142098075567e-121 -9.825081919355438913e+02 3.138294248840466594e+00 9.008916367424765204e-01 7.674204965901427045e+01 2.207255148317247354e-02 1.192886360004085378e-01 4.227621595439121777e-02 4.706549850170842209e-02
2.683067603206749794e-119 -9.786038097635564554e+02 2.986688240820120743e+00 9.788978862645425494e-01 7.654220639103009205e+01 2.218534327044291085e-02 1.166746198953068220e-01 7.045862755591515703e-02 7.661464863157890770e-02
4.750018932133159809e-119 -9.780301219278034068e+02 3.069930055915347733e+00 9.933844964516586051e-01 7.677376307487372742e+01 2.258885170829174130e-02 1.160556720253886065e-01 8.319376565514974287e-02 2.735280923883928739e-02
6.001007739365413285e-119 -9.777938431198683702e+02 2.811868673314051215e+00 9.243068349328638078e-01 6.105295767231699244e+01 2.207015029599041986e-02 1.126446588818373618e-01 6.563454872959127717e-02 5.029217021567890245e-02
