12:32:55 [ultranest] [DEBUG] ReactiveNestedSampler: dims=9+0, resume=False, log_dir=cpl_output/cpl_real_run/run1, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
12:32:56 [ultranest] [INFO] Sampling 400 live points from prior ...
12:33:09 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.0010, min_ess=400
12:33:09 [ultranest] [DEBUG] max_iters=-1, max_ncalls=1000000, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
12:33:09 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
12:47:57 [ultranest] [DEBUG] iteration=4210, ncalls=20285, regioncalls=917960, ndraw=40, logz=-11.81, remainder_fraction=2.3557%, Lmin=-5.09, Lmax=-4.82
12:47:57 [ultranest] [DEBUG] iteration=4211, ncalls=20288, regioncalls=918080, ndraw=40, logz=-11.81, remainder_fraction=2.3500%, Lmin=-5.09, Lmax=-4.82
12:47:57 [ultranest] [DEBUG] iteration=4212, ncalls=20291, regioncalls=918200, ndraw=40, logz=-11.81, remainder_fraction=2.3449%, Lmin=-5.09, Lmax=-4.82
12:47:57 [ultranest] [DEBUG] iteration=4214, ncalls=20295, regioncalls=918360, ndraw=40, logz=-11.81, remainder_fraction=2.3348%, Lmin=-5.09, Lmax=-4.82
12:47:59 [ultranest] [DEBUG] iteration=4215, ncalls=20338, regioncalls=920600, ndraw=40, logz=-11.81, remainder_fraction=2.3301%, Lmin=-5.09, Lmax=-4.82
12:48:00 [ultranest] [DEBUG] iteration=4216, ncalls=20343, regioncalls=920800, ndraw=40, logz=-11.81, remainder_fraction=2.3253%, Lmin=-5.09, Lmax=-4.82
12:48:00 [ultranest] [DEBUG] iteration=4217, ncalls=20347, regioncalls=920960, ndraw=40, logz=-11.81, remainder_fraction=2.3205%, Lmin=-5.09, Lmax=-4.82
12:48:00 [ultranest] [DEBUG] iteration=4218, ncalls=20356, regioncalls=921320, ndraw=40, logz=-11.81, remainder_fraction=2.3153%, Lmin=-5.09, Lmax=-4.82
12:48:02 [ultranest] [DEBUG] iteration=4220, ncalls=20394, regioncalls=922840, ndraw=40, logz=-11.81, remainder_fraction=2.3042%, Lmin=-5.09, Lmax=-4.82
12:48:02 [ultranest] [DEBUG] iteration=4221, ncalls=20397, regioncalls=922960, ndraw=40, logz=-11.81, remainder_fraction=2.2988%, Lmin=-5.09, Lmax=-4.82
12:48:03 [ultranest] [DEBUG] iteration=4222, ncalls=20418, regioncalls=924560, ndraw=40, logz=-11.81, remainder_fraction=2.2931%, Lmin=-5.09, Lmax=-4.82
12:48:04 [ultranest] [DEBUG] iteration=4224, ncalls=20426, regioncalls=924880, ndraw=40, logz=-11.81, remainder_fraction=2.2820%, Lmin=-5.09, Lmax=-4.82
12:48:04 [ultranest] [DEBUG] iteration=4225, ncalls=20429, regioncalls=925000, ndraw=40, logz=-11.81, remainder_fraction=2.2765%, Lmin=-5.09, Lmax=-4.82
12:48:04 [ultranest] [DEBUG] iteration=4228, ncalls=20435, regioncalls=925320, ndraw=40, logz=-11.81, remainder_fraction=2.2605%, Lmin=-5.09, Lmax=-4.82
12:48:05 [ultranest] [DEBUG] iteration=4230, ncalls=20441, regioncalls=925600, ndraw=40, logz=-11.81, remainder_fraction=2.2499%, Lmin=-5.09, Lmax=-4.82
12:48:05 [ultranest] [DEBUG] iteration=4231, ncalls=20445, regioncalls=925760, ndraw=40, logz=-11.81, remainder_fraction=2.2447%, Lmin=-5.09, Lmax=-4.82
12:48:05 [ultranest] [DEBUG] iteration=4232, ncalls=20452, regioncalls=926040, ndraw=40, logz=-11.81, remainder_fraction=2.2398%, Lmin=-5.09, Lmax=-4.82
12:48:05 [ultranest] [DEBUG] iteration=4233, ncalls=20458, regioncalls=926280, ndraw=40, logz=-11.81, remainder_fraction=2.2344%, Lmin=-5.09, Lmax=-4.82
12:48:06 [ultranest] [DEBUG] iteration=4235, ncalls=20477, regioncalls=927080, ndraw=40, logz=-11.81, remainder_fraction=2.2241%, Lmin=-5.09, Lmax=-4.82
12:48:07 [ultranest] [DEBUG] iteration=4236, ncalls=20481, regioncalls=927240, ndraw=40, logz=-11.81, remainder_fraction=2.2192%, Lmin=-5.09, Lmax=-4.82
12:48:08 [ultranest] [DEBUG] iteration=4237, ncalls=20497, regioncalls=927880, ndraw=40, logz=-11.81, remainder_fraction=2.2140%, Lmin=-5.09, Lmax=-4.82
12:48:08 [ultranest] [DEBUG] iteration=4238, ncalls=20499, regioncalls=927960, ndraw=40, logz=-11.81, remainder_fraction=2.2091%, Lmin=-5.09, Lmax=-4.82
12:48:08 [ultranest] [DEBUG] iteration=4239, ncalls=20511, regioncalls=928600, ndraw=40, logz=-11.81, remainder_fraction=2.2040%, Lmin=-5.09, Lmax=-4.82
12:48:09 [ultranest] [DEBUG] iteration=4240, ncalls=20519, regioncalls=928920, ndraw=40, logz=-11.81, remainder_fraction=2.1985%, Lmin=-5.09, Lmax=-4.82
12:48:09 [ultranest] [DEBUG] iteration=4241, ncalls=20521, regioncalls=929000, ndraw=40, logz=-11.81, remainder_fraction=2.1936%, Lmin=-5.09, Lmax=-4.82
12:48:09 [ultranest] [DEBUG] iteration=4242, ncalls=20525, regioncalls=929160, ndraw=40, logz=-11.81, remainder_fraction=2.1885%, Lmin=-5.08, Lmax=-4.82
12:48:09 [ultranest] [DEBUG] iteration=4243, ncalls=20530, regioncalls=929400, ndraw=40, logz=-11.81, remainder_fraction=2.1834%, Lmin=-5.08, Lmax=-4.82
12:48:10 [ultranest] [DEBUG] iteration=4244, ncalls=20540, regioncalls=929800, ndraw=40, logz=-11.81, remainder_fraction=2.1788%, Lmin=-5.08, Lmax=-4.82
12:48:10 [ultranest] [DEBUG] iteration=4245, ncalls=20555, regioncalls=930400, ndraw=40, logz=-11.81, remainder_fraction=2.1735%, Lmin=-5.08, Lmax=-4.82
12:48:11 [ultranest] [DEBUG] iteration=4246, ncalls=20565, regioncalls=930840, ndraw=40, logz=-11.81, remainder_fraction=2.1683%, Lmin=-5.08, Lmax=-4.82
12:48:11 [ultranest] [DEBUG] iteration=4247, ncalls=20574, regioncalls=931280, ndraw=40, logz=-11.81, remainder_fraction=2.1631%, Lmin=-5.08, Lmax=-4.82
12:48:13 [ultranest] [DEBUG] iteration=4249, ncalls=20599, regioncalls=932320, ndraw=40, logz=-11.81, remainder_fraction=2.1525%, Lmin=-5.08, Lmax=-4.82
12:48:13 [ultranest] [DEBUG] iteration=4250, ncalls=20614, regioncalls=932920, ndraw=40, logz=-11.81, remainder_fraction=2.1484%, Lmin=-5.08, Lmax=-4.82
12:48:13 [ultranest] [DEBUG] iteration=4252, ncalls=20616, regioncalls=933000, ndraw=40, logz=-11.81, remainder_fraction=2.1392%, Lmin=-5.08, Lmax=-4.82
12:48:14 [ultranest] [DEBUG] iteration=4253, ncalls=20622, regioncalls=933280, ndraw=40, logz=-11.81, remainder_fraction=2.1341%, Lmin=-5.08, Lmax=-4.82
12:48:14 [ultranest] [DEBUG] iteration=4254, ncalls=20630, regioncalls=933600, ndraw=40, logz=-11.81, remainder_fraction=2.1288%, Lmin=-5.08, Lmax=-4.82
12:48:14 [ultranest] [DEBUG] iteration=4255, ncalls=20635, regioncalls=933800, ndraw=40, logz=-11.81, remainder_fraction=2.1237%, Lmin=-5.08, Lmax=-4.82
12:48:15 [ultranest] [DEBUG] iteration=4256, ncalls=20645, regioncalls=934200, ndraw=40, logz=-11.81, remainder_fraction=2.1191%, Lmin=-5.08, Lmax=-4.82
12:48:15 [ultranest] [DEBUG] iteration=4257, ncalls=20650, regioncalls=934400, ndraw=40, logz=-11.81, remainder_fraction=2.1139%, Lmin=-5.08, Lmax=-4.82
12:48:16 [ultranest] [DEBUG] iteration=4258, ncalls=20659, regioncalls=934760, ndraw=40, logz=-11.81, remainder_fraction=2.1089%, Lmin=-5.08, Lmax=-4.82
12:48:16 [ultranest] [DEBUG] iteration=4259, ncalls=20662, regioncalls=934880, ndraw=40, logz=-11.81, remainder_fraction=2.1037%, Lmin=-5.08, Lmax=-4.82
12:48:16 [ultranest] [DEBUG] iteration=4260, ncalls=20673, regioncalls=935320, ndraw=40, logz=-11.81, remainder_fraction=2.0992%, Lmin=-5.08, Lmax=-4.82
12:48:17 [ultranest] [DEBUG] iteration=4261, ncalls=20680, regioncalls=935840, ndraw=40, logz=-11.81, remainder_fraction=2.0951%, Lmin=-5.08, Lmax=-4.82
12:48:17 [ultranest] [DEBUG] iteration=4262, ncalls=20683, regioncalls=935960, ndraw=40, logz=-11.81, remainder_fraction=2.0900%, Lmin=-5.08, Lmax=-4.82
12:48:17 [ultranest] [DEBUG] iteration=4263, ncalls=20687, regioncalls=936120, ndraw=40, logz=-11.81, remainder_fraction=2.0855%, Lmin=-5.08, Lmax=-4.82
12:48:18 [ultranest] [DEBUG] iteration=4264, ncalls=20706, regioncalls=936880, ndraw=40, logz=-11.81, remainder_fraction=2.0806%, Lmin=-5.08, Lmax=-4.82
12:48:18 [ultranest] [DEBUG] iteration=4265, ncalls=20713, regioncalls=937160, ndraw=40, logz=-11.81, remainder_fraction=2.0758%, Lmin=-5.08, Lmax=-4.82
12:48:18 [ultranest] [DEBUG] iteration=4266, ncalls=20716, regioncalls=937280, ndraw=40, logz=-11.81, remainder_fraction=2.0711%, Lmin=-5.08, Lmax=-4.82
12:48:19 [ultranest] [DEBUG] iteration=4267, ncalls=20739, regioncalls=938320, ndraw=40, logz=-11.81, remainder_fraction=2.0666%, Lmin=-5.08, Lmax=-4.82
12:48:20 [ultranest] [DEBUG] iteration=4268, ncalls=20747, regioncalls=938640, ndraw=40, logz=-11.81, remainder_fraction=2.0621%, Lmin=-5.08, Lmax=-4.82
12:48:21 [ultranest] [DEBUG] iteration=4269, ncalls=20768, regioncalls=939480, ndraw=40, logz=-11.81, remainder_fraction=2.0579%, Lmin=-5.08, Lmax=-4.82
12:48:21 [ultranest] [DEBUG] iteration=4270, ncalls=20776, regioncalls=939800, ndraw=40, logz=-11.81, remainder_fraction=2.0533%, Lmin=-5.08, Lmax=-4.82
12:48:22 [ultranest] [DEBUG] iteration=4272, ncalls=20796, regioncalls=940720, ndraw=40, logz=-11.81, remainder_fraction=2.0436%, Lmin=-5.08, Lmax=-4.82
12:48:22 [ultranest] [DEBUG] iteration=4273, ncalls=20801, regioncalls=940920, ndraw=40, logz=-11.81, remainder_fraction=2.0386%, Lmin=-5.08, Lmax=-4.82
12:48:23 [ultranest] [DEBUG] iteration=4275, ncalls=20811, regioncalls=941320, ndraw=40, logz=-11.81, remainder_fraction=2.0293%, Lmin=-5.08, Lmax=-4.82
12:48:24 [ultranest] [DEBUG] iteration=4276, ncalls=20824, regioncalls=942040, ndraw=40, logz=-11.81, remainder_fraction=2.0244%, Lmin=-5.08, Lmax=-4.82
12:48:24 [ultranest] [DEBUG] iteration=4277, ncalls=20828, regioncalls=942400, ndraw=40, logz=-11.81, remainder_fraction=2.0197%, Lmin=-5.08, Lmax=-4.82
12:48:24 [ultranest] [DEBUG] iteration=4278, ncalls=20834, regioncalls=942720, ndraw=40, logz=-11.81, remainder_fraction=2.0152%, Lmin=-5.07, Lmax=-4.82
12:48:25 [ultranest] [DEBUG] iteration=4279, ncalls=20843, regioncalls=943480, ndraw=40, logz=-11.81, remainder_fraction=2.0104%, Lmin=-5.07, Lmax=-4.82
12:48:25 [ultranest] [DEBUG] iteration=4280, ncalls=20846, regioncalls=943600, ndraw=40, logz=-11.81, remainder_fraction=2.0057%, Lmin=-5.07, Lmax=-4.82
12:48:25 [ultranest] [DEBUG] iteration=4281, ncalls=20850, regioncalls=943760, ndraw=40, logz=-11.81, remainder_fraction=2.0013%, Lmin=-5.07, Lmax=-4.82
12:48:26 [ultranest] [DEBUG] iteration=4282, ncalls=20862, regioncalls=944240, ndraw=40, logz=-11.81, remainder_fraction=1.9971%, Lmin=-5.07, Lmax=-4.82
12:48:26 [ultranest] [DEBUG] iteration=4283, ncalls=20868, regioncalls=944520, ndraw=40, logz=-11.81, remainder_fraction=1.9921%, Lmin=-5.07, Lmax=-4.82
12:48:26 [ultranest] [DEBUG] iteration=4284, ncalls=20875, regioncalls=944800, ndraw=40, logz=-11.81, remainder_fraction=1.9872%, Lmin=-5.07, Lmax=-4.82
12:48:27 [ultranest] [DEBUG] iteration=4285, ncalls=20887, regioncalls=945280, ndraw=40, logz=-11.81, remainder_fraction=1.9823%, Lmin=-5.07, Lmax=-4.82
12:48:27 [ultranest] [DEBUG] iteration=4286, ncalls=20891, regioncalls=945440, ndraw=40, logz=-11.81, remainder_fraction=1.9783%, Lmin=-5.07, Lmax=-4.82
12:48:27 [ultranest] [DEBUG] iteration=4287, ncalls=20901, regioncalls=945840, ndraw=40, logz=-11.81, remainder_fraction=1.9738%, Lmin=-5.07, Lmax=-4.82
12:48:28 [ultranest] [DEBUG] iteration=4288, ncalls=20905, regioncalls=946000, ndraw=40, logz=-11.81, remainder_fraction=1.9693%, Lmin=-5.07, Lmax=-4.82
12:48:28 [ultranest] [DEBUG] iteration=4290, ncalls=20917, regioncalls=946480, ndraw=40, logz=-11.81, remainder_fraction=1.9599%, Lmin=-5.07, Lmax=-4.82
12:48:28 [ultranest] [DEBUG] iteration=4292, ncalls=20921, regioncalls=946640, ndraw=40, logz=-11.81, remainder_fraction=1.9515%, Lmin=-5.07, Lmax=-4.82
12:48:30 [ultranest] [DEBUG] iteration=4293, ncalls=20946, regioncalls=947640, ndraw=40, logz=-11.81, remainder_fraction=1.9468%, Lmin=-5.07, Lmax=-4.82
12:48:30 [ultranest] [DEBUG] iteration=4294, ncalls=20953, regioncalls=947920, ndraw=40, logz=-11.81, remainder_fraction=1.9420%, Lmin=-5.07, Lmax=-4.82
12:48:30 [ultranest] [DEBUG] iteration=4295, ncalls=20957, regioncalls=948080, ndraw=40, logz=-11.81, remainder_fraction=1.9379%, Lmin=-5.07, Lmax=-4.82
12:48:31 [ultranest] [DEBUG] iteration=4297, ncalls=20976, regioncalls=948840, ndraw=40, logz=-11.81, remainder_fraction=1.9293%, Lmin=-5.07, Lmax=-4.82
12:48:31 [ultranest] [DEBUG] iteration=4298, ncalls=20984, regioncalls=949480, ndraw=40, logz=-11.81, remainder_fraction=1.9247%, Lmin=-5.07, Lmax=-4.82
12:48:31 [ultranest] [DEBUG] iteration=4300, ncalls=20987, regioncalls=949600, ndraw=40, logz=-11.81, remainder_fraction=1.9153%, Lmin=-5.07, Lmax=-4.82
12:48:32 [ultranest] [DEBUG] iteration=4301, ncalls=20994, regioncalls=950160, ndraw=40, logz=-11.81, remainder_fraction=1.9108%, Lmin=-5.07, Lmax=-4.82
12:48:32 [ultranest] [DEBUG] iteration=4302, ncalls=20998, regioncalls=950320, ndraw=40, logz=-11.81, remainder_fraction=1.9068%, Lmin=-5.07, Lmax=-4.82
12:48:33 [ultranest] [DEBUG] iteration=4303, ncalls=21027, regioncalls=951760, ndraw=40, logz=-11.81, remainder_fraction=1.9027%, Lmin=-5.07, Lmax=-4.82
12:48:34 [ultranest] [DEBUG] iteration=4304, ncalls=21035, regioncalls=952120, ndraw=40, logz=-11.81, remainder_fraction=1.8981%, Lmin=-5.07, Lmax=-4.82
12:48:34 [ultranest] [DEBUG] iteration=4305, ncalls=21041, regioncalls=952360, ndraw=40, logz=-11.81, remainder_fraction=1.8933%, Lmin=-5.07, Lmax=-4.82
12:48:34 [ultranest] [DEBUG] iteration=4306, ncalls=21044, regioncalls=952480, ndraw=40, logz=-11.81, remainder_fraction=1.8890%, Lmin=-5.07, Lmax=-4.82
12:48:35 [ultranest] [DEBUG] iteration=4307, ncalls=21062, regioncalls=953200, ndraw=40, logz=-11.81, remainder_fraction=1.8844%, Lmin=-5.07, Lmax=-4.82
12:48:36 [ultranest] [DEBUG] iteration=4308, ncalls=21068, regioncalls=953440, ndraw=40, logz=-11.81, remainder_fraction=1.8798%, Lmin=-5.07, Lmax=-4.82
12:48:36 [ultranest] [DEBUG] iteration=4310, ncalls=21073, regioncalls=953640, ndraw=40, logz=-11.81, remainder_fraction=1.8707%, Lmin=-5.07, Lmax=-4.82
12:48:36 [ultranest] [DEBUG] iteration=4311, ncalls=21082, regioncalls=954000, ndraw=40, logz=-11.81, remainder_fraction=1.8662%, Lmin=-5.06, Lmax=-4.82
12:48:37 [ultranest] [DEBUG] iteration=4312, ncalls=21105, regioncalls=955280, ndraw=40, logz=-11.81, remainder_fraction=1.8616%, Lmin=-5.06, Lmax=-4.82
12:48:38 [ultranest] [DEBUG] iteration=4313, ncalls=21109, regioncalls=955440, ndraw=40, logz=-11.81, remainder_fraction=1.8571%, Lmin=-5.06, Lmax=-4.82
12:48:38 [ultranest] [DEBUG] iteration=4315, ncalls=21117, regioncalls=956000, ndraw=40, logz=-11.81, remainder_fraction=1.8478%, Lmin=-5.06, Lmax=-4.82
12:48:39 [ultranest] [DEBUG] iteration=4316, ncalls=21125, regioncalls=956360, ndraw=40, logz=-11.81, remainder_fraction=1.8434%, Lmin=-5.06, Lmax=-4.82
12:48:39 [ultranest] [DEBUG] iteration=4317, ncalls=21135, regioncalls=956760, ndraw=40, logz=-11.81, remainder_fraction=1.8393%, Lmin=-5.06, Lmax=-4.82
12:48:39 [ultranest] [DEBUG] iteration=4318, ncalls=21138, regioncalls=956880, ndraw=40, logz=-11.81, remainder_fraction=1.8349%, Lmin=-5.06, Lmax=-4.82
12:48:39 [ultranest] [DEBUG] iteration=4319, ncalls=21143, regioncalls=957080, ndraw=40, logz=-11.81, remainder_fraction=1.8311%, Lmin=-5.06, Lmax=-4.82
12:48:40 [ultranest] [DEBUG] iteration=4320, ncalls=21149, regioncalls=957320, ndraw=40, logz=-11.81, remainder_fraction=1.8270%, Lmin=-5.06, Lmax=-4.82
12:48:40 [ultranest] [DEBUG] iteration=4321, ncalls=21156, regioncalls=957760, ndraw=40, logz=-11.81, remainder_fraction=1.8226%, Lmin=-5.06, Lmax=-4.82
12:48:40 [ultranest] [DEBUG] iteration=4322, ncalls=21159, regioncalls=958080, ndraw=40, logz=-11.81, remainder_fraction=1.8181%, Lmin=-5.06, Lmax=-4.82
12:48:41 [ultranest] [DEBUG] iteration=4323, ncalls=21173, regioncalls=958680, ndraw=40, logz=-11.81, remainder_fraction=1.8141%, Lmin=-5.06, Lmax=-4.82
12:48:41 [ultranest] [DEBUG] iteration=4325, ncalls=21176, regioncalls=958920, ndraw=40, logz=-11.81, remainder_fraction=1.8055%, Lmin=-5.06, Lmax=-4.82
12:48:41 [ultranest] [DEBUG] iteration=4326, ncalls=21179, regioncalls=959080, ndraw=40, logz=-11.81, remainder_fraction=1.8014%, Lmin=-5.06, Lmax=-4.82
12:48:41 [ultranest] [DEBUG] iteration=4328, ncalls=21181, regioncalls=959160, ndraw=40, logz=-11.81, remainder_fraction=1.7931%, Lmin=-5.06, Lmax=-4.82
12:48:42 [ultranest] [DEBUG] iteration=4329, ncalls=21187, regioncalls=959400, ndraw=40, logz=-11.81, remainder_fraction=1.7889%, Lmin=-5.06, Lmax=-4.82
12:48:42 [ultranest] [DEBUG] iteration=4330, ncalls=21195, regioncalls=959720, ndraw=40, logz=-11.81, remainder_fraction=1.7844%, Lmin=-5.06, Lmax=-4.82
12:48:42 [ultranest] [DEBUG] iteration=4332, ncalls=21198, regioncalls=959880, ndraw=40, logz=-11.81, remainder_fraction=1.7759%, Lmin=-5.06, Lmax=-4.82
12:48:42 [ultranest] [DEBUG] iteration=4333, ncalls=21203, regioncalls=960080, ndraw=40, logz=-11.81, remainder_fraction=1.7716%, Lmin=-5.06, Lmax=-4.82
12:48:43 [ultranest] [DEBUG] iteration=4334, ncalls=21212, regioncalls=960520, ndraw=40, logz=-11.81, remainder_fraction=1.7674%, Lmin=-5.06, Lmax=-4.82
12:48:43 [ultranest] [DEBUG] iteration=4335, ncalls=21217, regioncalls=960720, ndraw=40, logz=-11.81, remainder_fraction=1.7636%, Lmin=-5.06, Lmax=-4.82
12:48:43 [ultranest] [DEBUG] iteration=4336, ncalls=21224, regioncalls=961000, ndraw=40, logz=-11.81, remainder_fraction=1.7593%, Lmin=-5.06, Lmax=-4.82
12:48:44 [ultranest] [DEBUG] iteration=4337, ncalls=21230, regioncalls=961240, ndraw=40, logz=-11.81, remainder_fraction=1.7558%, Lmin=-5.06, Lmax=-4.82
12:48:44 [ultranest] [DEBUG] iteration=4338, ncalls=21232, regioncalls=961320, ndraw=40, logz=-11.81, remainder_fraction=1.7516%, Lmin=-5.06, Lmax=-4.82
12:48:45 [ultranest] [DEBUG] iteration=4340, ncalls=21248, regioncalls=961960, ndraw=40, logz=-11.81, remainder_fraction=1.7437%, Lmin=-5.06, Lmax=-4.82
12:48:45 [ultranest] [DEBUG] iteration=4342, ncalls=21252, regioncalls=962120, ndraw=40, logz=-11.81, remainder_fraction=1.7355%, Lmin=-5.06, Lmax=-4.82
12:48:45 [ultranest] [DEBUG] iteration=4343, ncalls=21256, regioncalls=962320, ndraw=40, logz=-11.81, remainder_fraction=1.7314%, Lmin=-5.06, Lmax=-4.82
12:48:46 [ultranest] [DEBUG] iteration=4344, ncalls=21265, regioncalls=962680, ndraw=40, logz=-11.81, remainder_fraction=1.7275%, Lmin=-5.06, Lmax=-4.82
12:48:46 [ultranest] [DEBUG] iteration=4345, ncalls=21281, regioncalls=963680, ndraw=40, logz=-11.81, remainder_fraction=1.7235%, Lmin=-5.06, Lmax=-4.82
12:48:47 [ultranest] [DEBUG] iteration=4346, ncalls=21291, regioncalls=964080, ndraw=40, logz=-11.81, remainder_fraction=1.7196%, Lmin=-5.06, Lmax=-4.82
12:48:47 [ultranest] [DEBUG] iteration=4347, ncalls=21296, regioncalls=964280, ndraw=40, logz=-11.81, remainder_fraction=1.7153%, Lmin=-5.06, Lmax=-4.82
12:48:48 [ultranest] [DEBUG] iteration=4348, ncalls=21314, regioncalls=965000, ndraw=40, logz=-11.81, remainder_fraction=1.7114%, Lmin=-5.06, Lmax=-4.82
12:48:48 [ultranest] [DEBUG] iteration=4349, ncalls=21325, regioncalls=965440, ndraw=40, logz=-11.81, remainder_fraction=1.7078%, Lmin=-5.06, Lmax=-4.82
12:48:49 [ultranest] [DEBUG] iteration=4350, ncalls=21331, regioncalls=965680, ndraw=40, logz=-11.81, remainder_fraction=1.7040%, Lmin=-5.06, Lmax=-4.82
12:48:49 [ultranest] [DEBUG] iteration=4352, ncalls=21339, regioncalls=966000, ndraw=40, logz=-11.81, remainder_fraction=1.6963%, Lmin=-5.06, Lmax=-4.82
12:48:50 [ultranest] [DEBUG] iteration=4353, ncalls=21355, regioncalls=967320, ndraw=40, logz=-11.81, remainder_fraction=1.6922%, Lmin=-5.06, Lmax=-4.82
12:48:50 [ultranest] [DEBUG] iteration=4354, ncalls=21360, regioncalls=967520, ndraw=40, logz=-11.81, remainder_fraction=1.6881%, Lmin=-5.05, Lmax=-4.82
12:48:50 [ultranest] [DEBUG] iteration=4355, ncalls=21368, regioncalls=967920, ndraw=40, logz=-11.81, remainder_fraction=1.6842%, Lmin=-5.05, Lmax=-4.82
12:48:51 [ultranest] [DEBUG] iteration=4356, ncalls=21383, regioncalls=968640, ndraw=40, logz=-11.81, remainder_fraction=1.6805%, Lmin=-5.05, Lmax=-4.82
12:48:52 [ultranest] [DEBUG] iteration=4357, ncalls=21398, regioncalls=969280, ndraw=40, logz=-11.81, remainder_fraction=1.6765%, Lmin=-5.05, Lmax=-4.82
12:48:52 [ultranest] [DEBUG] iteration=4358, ncalls=21407, regioncalls=969640, ndraw=40, logz=-11.81, remainder_fraction=1.6725%, Lmin=-5.05, Lmax=-4.82
12:48:53 [ultranest] [DEBUG] iteration=4359, ncalls=21415, regioncalls=969960, ndraw=40, logz=-11.81, remainder_fraction=1.6689%, Lmin=-5.05, Lmax=-4.82
12:48:53 [ultranest] [DEBUG] iteration=4360, ncalls=21423, regioncalls=970280, ndraw=40, logz=-11.81, remainder_fraction=1.6655%, Lmin=-5.05, Lmax=-4.82
12:48:53 [ultranest] [DEBUG] iteration=4362, ncalls=21431, regioncalls=970640, ndraw=40, logz=-11.81, remainder_fraction=1.6576%, Lmin=-5.05, Lmax=-4.80
12:48:54 [ultranest] [DEBUG] iteration=4363, ncalls=21440, regioncalls=971000, ndraw=40, logz=-11.81, remainder_fraction=1.6537%, Lmin=-5.05, Lmax=-4.80
12:48:54 [ultranest] [DEBUG] iteration=4365, ncalls=21443, regioncalls=971120, ndraw=40, logz=-11.81, remainder_fraction=1.6468%, Lmin=-5.05, Lmax=-4.80
12:48:55 [ultranest] [DEBUG] iteration=4368, ncalls=21457, regioncalls=971680, ndraw=40, logz=-11.81, remainder_fraction=1.6353%, Lmin=-5.05, Lmax=-4.80
12:48:55 [ultranest] [DEBUG] iteration=4369, ncalls=21469, regioncalls=972160, ndraw=40, logz=-11.81, remainder_fraction=1.6314%, Lmin=-5.05, Lmax=-4.80
12:48:56 [ultranest] [DEBUG] iteration=4370, ncalls=21478, regioncalls=973000, ndraw=40, logz=-11.81, remainder_fraction=1.6281%, Lmin=-5.05, Lmax=-4.80
12:48:56 [ultranest] [DEBUG] iteration=4371, ncalls=21482, regioncalls=973160, ndraw=40, logz=-11.81, remainder_fraction=1.6241%, Lmin=-5.05, Lmax=-4.80
12:48:56 [ultranest] [DEBUG] iteration=4373, ncalls=21485, regioncalls=973280, ndraw=40, logz=-11.81, remainder_fraction=1.6162%, Lmin=-5.05, Lmax=-4.80
12:48:56 [ultranest] [DEBUG] iteration=4374, ncalls=21490, regioncalls=973480, ndraw=40, logz=-11.81, remainder_fraction=1.6124%, Lmin=-5.05, Lmax=-4.80
12:48:57 [ultranest] [DEBUG] iteration=4375, ncalls=21502, regioncalls=973960, ndraw=40, logz=-11.81, remainder_fraction=1.6084%, Lmin=-5.05, Lmax=-4.80
12:48:57 [ultranest] [DEBUG] iteration=4376, ncalls=21509, regioncalls=974240, ndraw=40, logz=-11.81, remainder_fraction=1.6048%, Lmin=-5.05, Lmax=-4.80
12:48:58 [ultranest] [DEBUG] iteration=4377, ncalls=21534, regioncalls=975480, ndraw=40, logz=-11.81, remainder_fraction=1.6010%, Lmin=-5.05, Lmax=-4.80
12:48:59 [ultranest] [DEBUG] iteration=4378, ncalls=21552, regioncalls=976200, ndraw=40, logz=-11.80, remainder_fraction=1.5972%, Lmin=-5.05, Lmax=-4.80
12:48:59 [ultranest] [DEBUG] iteration=4379, ncalls=21558, regioncalls=976440, ndraw=40, logz=-11.80, remainder_fraction=1.5936%, Lmin=-5.05, Lmax=-4.80
12:49:00 [ultranest] [DEBUG] iteration=4380, ncalls=21569, regioncalls=976920, ndraw=40, logz=-11.80, remainder_fraction=1.5897%, Lmin=-5.05, Lmax=-4.80
12:49:01 [ultranest] [DEBUG] iteration=4381, ncalls=21582, regioncalls=977600, ndraw=40, logz=-11.80, remainder_fraction=1.5863%, Lmin=-5.05, Lmax=-4.80
12:49:01 [ultranest] [DEBUG] iteration=4382, ncalls=21595, regioncalls=978120, ndraw=40, logz=-11.80, remainder_fraction=1.5826%, Lmin=-5.05, Lmax=-4.80
12:49:02 [ultranest] [DEBUG] iteration=4383, ncalls=21606, regioncalls=978560, ndraw=40, logz=-11.80, remainder_fraction=1.5789%, Lmin=-5.05, Lmax=-4.80
12:49:02 [ultranest] [DEBUG] iteration=4384, ncalls=21619, regioncalls=979120, ndraw=40, logz=-11.80, remainder_fraction=1.5753%, Lmin=-5.05, Lmax=-4.80
12:49:03 [ultranest] [DEBUG] iteration=4385, ncalls=21626, regioncalls=979400, ndraw=40, logz=-11.80, remainder_fraction=1.5714%, Lmin=-5.05, Lmax=-4.80
