logA n_s H0 omega_b omega_cdm m_ncdm w0_fld wa_fld tau_reio
2.870993230384170758e+00 9.144948269664686658e-01 7.273283659586509486e+01 2.254028561952834200e-02 1.224988486594413700e-01 2.042878679453853652e-02 -9.387766236680901155e-01 3.811083709022295984e-01 2.166705546175242900e-02
2.859989465546277643e+00 9.272027018163179202e-01 7.094142042161084305e+01 2.236391665081374769e-02 1.148992457158665020e-01 9.762201421685551272e-02 -8.994104376108147392e-01 3.655267557964259062e-01 3.484194907143393916e-02
3.095148740093327522e+00 9.027720828834693290e-01 7.125850381342593209e+01 2.211176551072039156e-02 1.178126950828172204e-01 1.509316917461227606e-02 -8.753727371185628936e-01 2.699162512620971732e-01 4.297837559537921737e-02
2.861159662081781185e+00 9.075212200476897584e-01 7.179371983212683972e+01 2.233764830447931143e-02 1.255892740050537359e-01 2.499654077082830161e-02 -8.103490676730444875e-01 -3.145769130073094999e-02 2.994468064374335853e-02
2.844408484919380253e+00 9.158352165178503812e-01 7.329506383323355578e+01 2.240501571783183599e-02 1.110944816784610045e-01 1.010441368396345491e-02 -1.059291324034586701e+00 7.940036502790892570e-01 3.062677948013201729e-02
3.038517325511766565e+00 9.286008493449029455e-01 7.300309654840306450e+01 2.242997943588801932e-02 1.237540033054802258e-01 8.677438636391879290e-02 -1.001412652138967907e+00 6.086569030322621643e-01 1.545157158285807852e-02
3.126136676753269672e+00 9.766907889583066327e-01 7.592512548466937972e+01 2.202064930163754111e-02 1.272857321246299855e-01 9.219906646786657500e-02 -1.198129490107294082e+00 1.002145422403813768e+00 7.697160236119350574e-02
2.996489457714604843e+00 9.107324400327135860e-01 7.599618904717846135e+01 2.259922761213939077e-02 1.233970839592927332e-01 2.065328058748578527e-02 -1.157086918914003171e+00 9.186533687053275443e-01 6.480578403069713056e-02
3.192332732563388120e+00 9.027119076870298020e-01 7.403305797725303705e+01 2.219796718816266501e-02 1.226946089398230771e-01 2.743580564500379751e-02 -1.016227818832001306e+00 4.772308816316788160e-01 7.824722410856994881e-02
2.952455069396930032e+00 9.797932632021925103e-01 7.379387542118548993e+01 2.233131174633027141e-02 1.180080477431987157e-01 6.253773381206553794e-02 -1.024438454163562939e+00 5.570931705522843558e-01 3.980246404199432736e-02
3.188108889390281142e+00 9.706025435006907509e-01 6.973476125199603359e+01 2.214867032179955106e-02 1.289432446089560647e-01 2.791412131921428008e-02 -5.396363533196399942e-01 -8.600674434265820345e-01 4.026147446609184416e-02
2.837261242478935408e+00 9.242897262894047561e-01 7.304055705790644026e+01 2.258585548072942692e-02 1.266935229892291737e-01 6.847793186961080580e-02 -8.557963650673887646e-01 -3.336561375981084154e-02 5.243181638468778077e-02
2.873079551152187605e+00 9.443008540685341456e-01 7.922202106539525346e+01 2.247249988395877071e-02 1.196530416551035841e-01 9.893467081052642609e-02 -1.325819637414878294e+00 1.212648480900713643e+00 3.027643853843220434e-02
3.056173915344256642e+00 9.230406194959301924e-01 7.115868048980038907e+01 2.258539805866958960e-02 1.208238293391411672e-01 3.079604128242957595e-02 -7.710822975149518310e-01 4.852893298907368091e-03 2.676059989744483669e-02
3.057743153441723649e+00 9.416213285023898871e-01 7.478467007871266503e+01 2.227738429550312274e-02 1.225406100474312199e-01 5.571551808507523712e-02 -1.091897921226363977e+00 6.971932166523711061e-01 4.466705859377034099e-02
